date,value
2015-01-01,885.0438036592037
2015-02-01,1491.2501890811113
2015-03-01,760.1226385822988
2015-04-01,840.0325985386042
2015-05-01,1290.8681844189598
2015-06-01,945.7029701843767
2015-07-01,1015.3648484346828
2015-08-01,920.6854403018011
2015-09-01,1037.2050355288418
2015-10-01,1347.5966710701714
2015-11-01,968.7419457765869
2015-12-01,1174.167553476015
2016-01-01,418.7511865921017
2016-02-01,1072.0041977308238
2016-03-01,873.0700790088923
2016-04-01,776.609602999672
2016-05-01,868.2272528350301
2016-06-01,997.6502917334185
2016-07-01,1325.4749880589166
2016-08-01,605.6033114386944
2016-09-01,978.9249355688953
2016-10-01,813.9040995773913
2016-11-01,877.0673622988833
2016-12-01,1315.6160799857473
2017-01-01,1229.0402649039947
2017-02-01,1521.6419674440908
2017-03-01,1113.490273223192
2017-04-01,967.273554526958
2017-05-01,1098.318134750914
2017-06-01,1204.4391782264368
2017-07-01,1137.4790497896347
2017-08-01,712.0075219919618
2017-09-01,1030.6852391803411
2017-10-01,1061.4262455205449
2017-11-01,1764.414318769056
2017-12-01,1611.6449326802758
2018-01-01,845.4354455365792
2018-02-01,1068.010343647923
2018-03-01,754.6121933484695
2018-04-01,1032.6470507405315
2018-05-01,1293.960097793574
2018-06-01,1527.249044012949
2018-07-01,899.5847078318471
2018-08-01,874.8828285430415
2018-09-01,393.15441267179074
2018-10-01,977.9607872168093
2018-11-01,724.2506008524194
2018-12-01,923.5625379873609
2019-01-01,872.1530341553573
2019-02-01,1159.7494027383173
2019-03-01,700.1290933939898
2019-04-01,803.5483982136889
2019-05-01,1871.8555472263697
2019-06-01,813.0690002656781
2019-07-01,823.0770025199461
2019-08-01,1656.0036359611827
2019-09-01,1942.664089266918
2019-10-01,709.0933916340875
2019-11-01,966.303054275288
2019-12-01,1218.6638483807444
2020-01-01,1687.6233778287196
2020-02-01,925.7738623870214
2020-03-01,1187.6670739197546
2020-04-01,1510.6660615509177
2020-05-01,1397.3140528592746
2020-06-01,1120.2517701802658
2020-07-01,1145.7686036029338
2020-08-01,726.2636518552029
2020-09-01,1033.4946322038043
2020-10-01,1014.4499501804121
2020-11-01,1180.2315251009823
2020-12-01,983.4018343542955
