date,value
2015-01-01,1000.1523585398772
2015-02-01,999.4800079468797
2015-03-01,1000.3752255979032
2015-04-01,1000.4702823581956
2015-05-01,999.0244824056731
2015-06-01,999.3489102465688
2015-07-01,1000.0639202015836
2015-08-01,999.8418787038282
2015-09-01,999.9915994212479
2015-10-01,999.5734780362133
2015-11-01,1000.4396989874314
2015-12-01,1000.3888959677145
2016-01-01,1000.0330153487806
2016-02-01,1000.563620603484
2016-03-01,1000.233754671126
2016-04-01,999.5703537685583
2016-05-01,1000.1843753920413
2016-06-01,999.5205586995855
2016-07-01,1000.4392251506537
2016-08-01,999.9750370445068
2016-09-01,999.9075688182273
2016-10-01,999.6595352277981
2016-11-01,1000.611270669337
2016-12-01,999.9227352589656
2017-01-01,999.7858360889185
2017-02-01,999.8239332247559
2017-03-01,1000.2661545927767
2017-04-01,1000.182722032182
2017-05-01,1000.206366305798
2017-06-01,1000.2154105015039
2017-07-01,1001.0708238004353
2017-08-01,999.7967924918077
2017-09-01,999.7438786354643
2017-10-01,999.5931136358761
2017-11-01,1000.3079897112877
2017-12-01,1000.5644861463604
2018-01-01,999.9430262711726
2018-02-01,999.5799217615188
2018-03-01,999.5877593921543
2018-04-01,1000.3252963939124
2018-05-01,1000.3716270856017
2018-06-01,1000.2715771341526
2018-07-01,999.6672451463556
2018-08-01,1000.1160806615334
2018-09-01,1000.0583429045704
2018-10-01,1000.1093442983645
2018-11-01,1000.4357143889741
2018-12-01,1000.1117977743874
2019-01-01,1000.339456781536
2019-02-01,1000.0337895347444
2019-03-01,1000.144559699345
2019-04-01,1000.3156441129192
2019-05-01,999.2714220900722
2019-06-01,999.8401643918213
2019-07-01,999.7648136728536
2019-08-01,999.6805610758784
2019-09-01,999.8624288743866
2019-10-01,1000.7474706556172
2019-11-01,999.5670844421534
2019-12-01,1000.4841391772958
2020-01-01,999.1585651141921
2020-02-01,999.8325574850071
2020-03-01,1000.0813765325526
2020-04-01,1000.2931111656796
2020-05-01,1000.3556132898964
2020-06-01,1000.3966736176
2020-07-01,999.8256374638758
2020-08-01,999.7688241036677
2020-09-01,1000.4289879406285
2020-10-01,999.9043478375592
2020-11-01,999.3621568383311
2020-12-01,999.4333563929982
