date,value
2015-01-01,475.33249948129037
2015-02-01,580.9628027762124
2015-03-01,659.0418382112455
2015-04-01,665.0236327306495
2015-05-01,703.3663342523487
2015-06-01,660.1719045833788
2015-07-01,614.6163041343614
2015-08-01,560.878814188659
2015-09-01,585.0554807264627
2015-10-01,507.887702525508
2015-11-01,484.90745299663797
2015-12-01,651.9574180795566
2016-01-01,664.9924213266144
2016-02-01,756.8534346068868
2016-03-01,851.7202072978208
2016-04-01,795.3364690873811
2016-05-01,804.671504371374
2016-06-01,765.1531512481365
2016-07-01,744.261017682216
2016-08-01,736.1678215847653
2016-09-01,709.6749272557823
2016-10-01,701.054182826665
2016-11-01,681.3535494971815
2016-12-01,713.2500883903822
2017-01-01,859.0774160723496
2017-02-01,918.1871445227649
2017-03-01,1004.9386641588226
2017-04-01,1043.1862683611062
2017-05-01,1025.091568011638
2017-06-01,1014.718886178297
2017-07-01,953.6848518617503
2017-08-01,917.6040688276186
2017-09-01,851.5324983406222
2017-10-01,866.1010192871839
2017-11-01,908.3632131689803
2017-12-01,985.8924500072035
2018-01-01,1024.3579775992202
2018-02-01,1126.6988474591972
2018-03-01,1161.905331505182
2018-04-01,1197.324798809943
2018-05-01,1224.5533005659186
2018-06-01,1110.8464867407163
2018-07-01,1086.6377450513742
2018-08-01,1035.9599699916091
2018-09-01,981.3876168865886
2018-10-01,1029.8648327527915
2018-11-01,1103.666351516423
2018-12-01,1131.4534780085228
2019-01-01,1205.9337024582553
2019-02-01,1275.2852205534975
2019-03-01,1308.9710237265112
2019-04-01,1265.7519489147376
2019-05-01,1274.9654077499104
2019-06-01,1175.8072780138928
2019-07-01,1070.5302271982198
2019-08-01,1000.4288589992552
2019-09-01,912.5304213863083
2019-10-01,896.8342452575557
2019-11-01,911.4234074253735
2019-12-01,972.803202755271
2020-01-01,1042.927442761066
2020-02-01,992.4475980169495
2020-03-01,1072.2296116323648
2020-04-01,1027.9141166078828
2020-05-01,1039.9030915428114
2020-06-01,960.4152265663248
2020-07-01,832.0293469637044
2020-08-01,837.4141271383592
2020-09-01,730.1008432050837
2020-10-01,698.7656015444456
2020-11-01,681.3756835550028
2020-12-01,720.3715016993735
